03-02-2024,1900
04-02-2024,2200
04-02-2024,1950
04-02-2024,2100
05-02-2024,2050
05-02-2024,1900
05-02-2024,2150
06-02-2024,1980
06-02-2024,2050
06-02-2024,1900
07-02-2024,2000
07-02-2024,2100
07-02-2024,1950
08-02-2024,1900
08-02-2024,2150
08-02-2024,2000
09-02-2024,2050
09-02-2024,1980
09-02-2024,1900
10-02-2024,2100
10-02-2024,2200
10-02-2024,1950
11-02-2024,2000
11-02-2024,1900
11-02-2024,2050
12-02-2024,1980
12-02-2024,2000
12-02-2024,2100
13-02-2024,2200
13-02-2024,1950
13-02-2024,2100
14-02-2024,2050
14-02-2024,1980
14-02-2024,1900
15-02-2024,2000
15-02-2024,2100
15-02-2024,1900
16-02-2024,2150
16-02-2024,2000
16-02-2024,1980
17-02-2024,2200
17-02-2024,1950
17-02-2024,2100
18-02-2024,2050
18-02-2024,1900
18-02-2024,2150
19-02-2024,1980
19-02-2024,2050
19-02-2024,1900
20-02-2024,2000
20-02-2024,2100
20-02-2024,1950
21-02-2024,1900
21-02-2024,2150
21-02-2024,2000
22-02-2024,2050
22-02-2024,1980
22-02-2024,1900
23-02-2024,2100
23-02-2024,2200
23-02-2024,1950
24-02-2024,2000
24-02-2024,1900
24-02-2024,2050
25-02-2024,1980
25-02-2024,2000
25-02-2024,2100
26-02-2024,2200
26-02-2024,1950
26-02-2024,2100
27-02-2024,1900
27-02-2024,2050
27-02-2024,1980
28-02-2024,2000
28-02-2024,2100
28-02-2024,1900
29-02-2024,2150
29-02-2024,2050
29-02-2024,1980
01-03-2024,2000
01-03-2024,2100
01-03-2024,1900
02-03-2024,2200
02-03-2024,1950
02-03-2024,2100
03-03-2024,2050
03-03-2024,1900
03-03-2024,2150
04-03-2024,1980
04-03-2024,2050
04-03-2024,1900
05-03-2024,2000
05-03-2024,2100
05-03-2024,1950
06-03-2024,1900
06-03-2024,2150
06-03-2024,2000
07-03-2024,2050
07-03-2024,1980
07-03-2024,1900
08-03-2024,2100
08-03-2024,2200
08-03-2024,1950
09-03-2024,2000
09-03-2024,1900
09-03-2024,2050
10-03-2024,1980
10-03-2024,2000
10-03-2024,2100
11-03-2024,2200
11-03-2024,1950
11-03-2024,2100
12-03-2024,2050
12-03-2024,1900
12-03-2024,2150
13-03-2024,1980
13-03-2024,2050
13-03-2024,1900
14-03-2024,2000
14-03-2024,2100
14-03-2024,1950
15-03-2024,1900
15-03-2024,2150
15-03-2024,2000
16-03-2024,2050
16-03-2024,1980
16-03-2024,1900
17-03-2024,2100
17-03-2024,2200
17-03-2024,1950
18-03-2024,2000
18-03-2024,1900
18-03-2024,2050
19-03-2024,1980
19-03-2024,2000
19-03-2024,2100
20-03-2024,2200
20-03-2024,1950
20-03-2024,2100
21-03-2024,2050
21-03-2024,1900
21-03-2024,2150
22-03-2024,1980
22-03-2024,2050
22-03-2024,1900
23-03-2024,2000
23-03-2024,2100
23-03-2024,1950
24-03-2024,1900
24-03-2024,2150
24-03-2024,2000
25-03-2024,2050
25-03-2024,1980
25-03-2024,1900
26-03-2024,2100
26-03-2024,2200
26-03-2024,1950
27-03-2024,2000
27-03-2024,1900
27-03-2024,2050
28-03-2024,1980
28-03-2024,2000
28-03-2024,2100
29-03-2024,2200
29-03-2024,1950
29-03-2024,2100
30-03-2024,2050
30-03-2024,1900
30-03-2024,2150
31-03-2024,1980
31-03-2024,2050
31-03-2024,1900
01-04-2024,2000
01-04-2024,2100
01-04-2024,1950
02-04-2024,1900
02-04-2024,2150
02-04-2024,2000
03-04-2024,2050
03-04-2024,1980
03-04-2024,1900
04-04-2024,2100
04-04-2024,2200
04-04-2024,1950
05-04-2024,2000
05-04-2024,1900
05-04-2024,2050
06-04-2024,1980
06-04-2024,2000
06-04-2024,2100
07-04-2024,2200
07-04-2024,1950
07-04-2024,2100
08-04-2024,2050
08-04-2024,1900
08-04-2024,2150
09-04-2024,1980
09-04-2024,2050
09-04-2024,1900
10-04-2024,2000
10-04-2024,2100
10-04-2024,1950
11-04-2024,1900
11-04-2024,2150
11-04-2024,2000
12-04-2024,2050
12-04-2024,1980
12-04-2024,1900
13-04-2024,2100
13-04-2024,2200
13-04-2024,1950
14-04-2024,2000
14-04-2024,1900
14-04-2024,2050
15-04-2024,1980
15-04-2024,2000
15-04-2024,2100
16-04-2024,2200
16-04-2024,1950
16-04-2024,2100
17-04-2024,2050
17-04-2024,1900
17-04-2024,2150
18-04-2024,1980
18-04-2024,2050
18-04-2024,1900
19-04-2024,2000
19-04-2024,2100
19-04-2024,1950
20-04-2024,1900
20-04-2024,2150
20-04-2024,2000
21-04-2024,2050
21-04-2024,1980
21-04-2024,1900
22-04-2024,2100
22-04-2024,2200
22-04-2024,1950
23-04-2024,2000
23-04-2024,1900
23-04-2024,2050
24-04-2024,1980
24-04-2024,2000
24-04-2024,2100
25-04-2024,2200
25-04-2024,1950
25-04-2024,2100
26-04-2024,2050
26-04-2024,1900
26-04-2024,2150
27-04-2024,1980
27-04-2024,2050
27-04-2024,1900
28-04-2024,2000
28-04-2024,2100
28-04-2024,1950
29-04-2024,1900
29-04-2024,2150
29-04-2024,2000
30-04-2024,2050
30-04-2024,1980
30-04-2024,1900
01-05-2024,2100
01-05-2024,2200
01-05-2024,1950
02-05-2024,2000
02-05-2024,1900
02-05-2024,2050
03-05-2024,1980
03-05-2024,2000
03-05-2024,2100
04-05-2024,2200
04-05-2024,1950
04-05-2024,2100
05-05-2024,2050
05-05-2024,1900
05-05-2024,2150
06-05-2024,1980
06-05-2024,2050
06-05-2024,1900
07-05-2024,2000
07-05-2024,2100
07-05-2024,1950
08-05-2024,1900
08-05-2024,2150
08-05-2024,2000
09-05-2024,2050
09-05-2024,1980
09-05-2024,1900
10-05-2024,2100
10-05-2024,2200
10-05-2024,1950
11-05-2024,2000
11-05-2024,1900
11-05-2024,2050
12-05-2024,1980
12-05-2024,2000
12-05-2024,2100
13-05-2024,2200
13-05-2024,1950
13-05-2024,2100
14-05-2024,2050
14-05-2024,1980
14-05-2024,1900
15-05-2024,2000
15-05-2024,2100
15-05-2024,1900
16-05-2024,2150
16-05-2024,2000
16-05-2024,1980
17-05-2024,2200
17-05-2024,1950
17-05-2024,2100
18-05-2024,2050
18-05-2024,1900
18-05-2024,2150
19-05-2024,1980
19-05-2024,2050
19-05-2024,1900
20-05-2024,2000
20-05-2024,2100
20-05-2024,1950
21-05-2024,1900
21-05-2024,2150
21-05-2024,2000
22-05-2024,2050
22-05-2024,1980
22-05-2024,1900
23-05-2024,2100
23-05-2024,2200
23-05-2024,1950
24-05-2024,2000
24-05-2024,1900
24-05-2024,2050
25-05-2024,1980
25-05-2024,2000
25-05-2024,2100
26-05-2024,2200
26-05-2024,1950
26-05-2024,2100
27-05-2024,2050
27-05-2024,1900
27-05-2024,2150
28-05-2024,1980
28-05-2024,2050
28-05-2024,1900
29-05-2024,2000
29-05-2024,2100
29-05-2024,1950
30-05-2024,1900
30-05-2024,2150
30-05-2024,2000
31-05-2024,2050
31-05-2024,1980
31-05-2024,1900
01-06-2024,2100
01-06-2024,2200
01-06-2024,1950
02-06-2024,2000
02-06-2024,1900
02-06-2024,2050
03-06-2024,1980
03-06-2024,2000
03-06-2024,2100
04-06-2024,2200
04-06-2024,1950
04-06-2024,2100
05-06-2024,2050
05-06-2024,1900
05-06-2024,2150
06-06-2024,1980
06-06-2024,2050
06-06-2024,1900
07-06-2024,2000
07-06-2024,2100
07-06-2024,1950
08-06-2024,1900
08-06-2024,2150
08-06-2024,2000
09-06-2024,2050
09-06-2024,1980
09-06-2024,1900
10-06-2024,2100
10-06-2024,2200
10-06-2024,1950
11-06-2024,2000
11-06-2024,1900
11-06-2024,2050
12-06-2024,1980
12-06-2024,2000
12-06-2024,2100
13-06-2024,2200
13-06-2024,1950
13-06-2024,2100
14-06-2024,2050
14-06-2024,1980
14-06-2024,1900
15-06-2024,2000
15-06-2024,2100
15-06-2024,1900
16-06-2024,2150
16-06-2024,2000
16-06-2024,1980
17-06-2024,2200
17-06-2024,1950
17-06-2024,2100
18-06-2024,2050
18-06-2024,1900
18-06-2024,2150
19-06-2024,1980
19-06-2024,2050
19-06-2024,1900
20-06-2024,2000
20-06-2024,2100
20-06-2024,1950
21-06-2024,1900
21-06-2024,2150
21-06-2024,2000
22-06-2024,2050
22-06-2024,1980
22-06-2024,1900
23-06-2024,2100
23-06-2024,2200
23-06-2024,1950
24-06-2024,2000
24-06-2024,1900
24-06-2024,2050
25-06-2024,1980
25-06-2024,2000
25-06-2024,2100
26-06-2024,2200
26-06-2024,1950
26-06-2024,2100
27-06-2024,2050
27-06-2024,1900
27-06-2024,2150
28-06-2024,1980
28-06-2024,2050
28-06-2024,1900
29-06-2024,2000
29-06-2024,2100
29-06-2024,1950
30-06-2024,1900
30-06-2024,2150
30-06-2024,2000
01-07-2024,2050
01-07-2024,1980
01-07-2024,1900
02-07-2024,2100
02-07-2024,2200
02-07-2024,1950
03-07-2024,2000
03-07-2024,1900
03-07-2024,2050
04-07-2024,1980
04-07-2024,2000
04-07-2024,2100
05-07-2024,2200
05-07-2024,1950
05-07-2024,2100
06-07-2024,2050
06-07-2024,1900
06-07-2024,2150
07-07-2024,1980
07-07-2024,2050
07-07-2024,1900
08-07-2024,2000
08-07-2024,2100
08-07-2024,1950
09-07-2024,1900
09-07-2024,2150
09-07-2024,2000
10-07-2024,2050
10-07-2024,1980
10-07-2024,1900
11-07-2024,2100
11-07-2024,2200
11-07-2024,1950
12-07-2024,2000
12-07-2024,1900
12-07-2024,2050
13-07-2024,1980
13-07-2024,2000
13-07-2024,2100
14-07-2024,2200
14-07-2024,1950
14-07-2024,2100
15-07-2024,2050
15-07-2024,1900
15-07-2024,2150
16-07-2024,1980
16-07-2024,2050
16-07-2024,1900
17-07-2024,2000
17-07-2024,2100
17-07-2024,1950
18-07-2024,1900
18-07-2024,2150
18-07-2024,2000
19-07-2024,2050
19-07-2024,1980
19-07-2024,1900
20-07-2024,2100
20-07-2024,2200
20-07-2024,1950
21-07-2024,2000
21-07-2024,1900
21-07-2024,2050
22-07-2024,1980
22-07-2024,2000
22-07-2024,2100
23-07-2024,2200
23-07-2024,1950
23-07-2024,2100
24-07-2024,2050
24-07-2024,1980
24-07-2024,1900
25-07-2024,2000
25-07-2024,2100
25-07-2024,1950
